published_at,brand,content,Customer ID,Question,Tenure Type,Management area,Age Group,Ethnicity,Property Type,Disability (No Data for 2023)
"04, Jan 2024",Post repair transactional,gentleman was very efficient,GRAN012260001,Post repair comment,General Needs,Middlesbrough,66-75,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"04, Jan 2024",Post repair transactional,"got it, all sorted straight away, no hassle",CORO020190A07,Post repair comment,,Staindrop,,,Flat,
"04, Jan 2024",Post repair transactional,the problem is not fixed after 4 months (contractors fault),RIBB020170005,Post repair comment,General Needs,Darlington,26-35,White: English/Welsh/Scottish/Northern Irish/British,Flat,Disability
"04, Jan 2024",Post repair transactional,got job sorted and a friendly worker,LABU010140004,Post repair comment,General Needs,Hartlepool,56-65,White: English/Welsh/Scottish/Northern Irish/British,House,Disability
"04, Jan 2024",Post repair transactional,"professional , very polite and completed the job excellent.",WELL020760004,Post repair comment,General Needs,Evenwood,46-55,Black or Black British: African,House,No disability
"04, Jan 2024",Post repair transactional,"i don't know which one you're on about, i had 2 on the same day. 

one was fixed straight away. 5/5

second nobody turned up for. 1/5",MANO020340006,Post repair comment,General Needs,Cockfield,26-35,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"04, Jan 2024",Post repair transactional,bedroom wasn't done and never heard about windows yet the said new new,HEBR010060001,Post repair comment,General Needs,Stokesley,36-45,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"04, Jan 2024",Post repair transactional,the fault was reported on the friday and we were left with a temporary unsecured property for 4 days. / thank you,ALDE010040001,Post repair comment,General Needs,Darlington,46-55,White: English/Welsh/Scottish/Northern Irish/British,Bungalow,No disability
"04, Jan 2024",Post repair transactional,they  didn't turn up as usual,CLAY010380001,Post repair comment,General Needs,South Shields,46-55,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"04, Jan 2024",Post repair transactional,sorted problem out straight away new wat problem was friendly and very well mannerd,RUSK010120004,Post repair comment,Housing for Older People,Stockton,46-55,Refused,Flat,No disability
"04, Jan 2024",Post repair transactional,"they said it would be done by 3rd then on the way then cancelled because ordered the wrong part, so it will be another week",HERM010050001,Post repair comment,General Needs,Darlington,56-65,White: English/Welsh/Scottish/Northern Irish/British,Bungalow,No disability
"04, Jan 2024",Post repair transactional,when i reported bathroom bad leak on 23 dec in my upstairs flat got told it not urgent by repair line staff had to clean floor daily i have neck cancer was in pain when plumb did call he said shud have been done on 23 not days after / hope u do plumber told me loads of complaints about the repair line,SUN 020240004,Post repair comment,General Needs,Darlington,46-55,White: English/Welsh/Scottish/Northern Irish/British,Flat,Disability
"04, Jan 2024",Post repair transactional,"1st appointment he drove off before agreed time, 2nd appointment iv waited in all day to be told appoint got rescheduled for tomorrow. so iam now on my 3rd appointment and still no flushing toilet.",LARV020060003,Post repair comment,General Needs,Skinningrove,26-35,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"04, Jan 2024",Post repair transactional,quick repair / please delete the visit 08/01/2024 because gas and electricity were checked my address 49aidan court ts5 4bs middlesbrough,AIDA010490002,Post repair comment,General Needs,Middlesbrough,46-55,White Other,House,No disability
"04, Jan 2024",Post repair transactional,that has been done in a letter via my housing manager.,WORS020150004,Post repair comment,Housing for Older People,Darlington,Over 75,,Flat,No disability
"06, Jan 2024",Post repair transactional,"the engineer adjusted the door mechanism several times but the door wouldn't shut on its own volition. 
when the communal entry door was open my door closed properly. 
the engineer explained that when the communal door was shut it creates a vacuum and this is why my door fails to shut properly. 
it was entirely logical in my  view to reach this assumption. 
he confirmed that he would report his findings to north star.",ST P030880001,Post repair comment,General Needs,Darlington,66-75,White: English/Welsh/Scottish/Northern Irish/British,Flat,No disability
"07, Jan 2024",Post repair transactional,the communication that you get with ian williams is dreadful and a job was cancelled by myself and then they have rearranged the appointment.not happy with ian williams or north star repairs.,PRIM010010002,Post repair comment,,Darlington,,,House,
"08, Jan 2024",Post repair transactional,front and back door needed re aligned in door frames to close gaps between door and flame. front door is a lot better but still getting freezing cold draft through gap in door nd frame on back door.,MANO020660008,Post repair comment,,Cockfield,,,Bungalow,
"08, Jan 2024",Post repair transactional,the friendly and helpful people on the phone and the speedy completion of the repair.,EDEN010540001,Post repair comment,General Needs,Gainford,46-55,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"08, Jan 2024",Post repair transactional,been nothing but chew since august shower cubicle broke .don't make them showers no more so workmen been back n forth since then measuring up cancelling appointments with water coming out the shower door it caused damage in down stairs toilet  and kitchen .was booked in today to get  bath put in ..can't do it as no bath been ordered to put in.. / workman just completed radiator repair in living room..score 5,FALL010380004,Post repair comment,General Needs,Cockfield,46-55,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"08, Jan 2024",Post repair transactional,"i gave you a good score,,,,, don't push your luck",CORO020150008,Post repair comment,General Needs,Staindrop,66-75,White: English/Welsh/Scottish/Northern Irish/British,Flat,No disability
"08, Jan 2024",Post repair transactional,the repair was done professionally and the workman was very friendly,BURD010490002,Post repair comment,General Needs,Durham,56-65,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"09, Jan 2024",Post repair transactional,prompt friendly service,KENT040040004,Post repair comment,General Needs,Consett,56-65,White: English/Welsh/Scottish/Northern Irish/British,Bungalow,No disability
"09, Jan 2024",Post repair transactional,my tap no longer constantly drips!,HOLL050260001,Post repair comment,General Needs,Barnard Castle,36-45,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"10, Jan 2024",Post repair transactional,"the repair itself is okay, however the contractor replaced the top pane of glass to the bathroom window with a different pattern to the bottom pane of glass so it looks terrible and i feel this is unprofessional",PINF010370A01,Post repair comment,General Needs,Butterknowle,46-55,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"11, Jan 2024",Post repair transactional,came to me house hot job done quick and good,DERB010140008,Post repair comment,,Thornaby,,,House,
"15, Jan 2024",Post repair transactional,he was very polite and professional and got the job done in no time,TREF020290002,Post repair comment,General Needs,NORTON,56-65,White: English/Welsh/Scottish/Northern Irish/British,Bungalow,No disability
"16, Jan 2024",Post repair transactional,he was very knowledgeable,PRIM010110002,Post repair comment,General Needs,Darlington,56-65,White: English/Welsh/Scottish/Northern Irish/British,Flat,No disability
"16, Jan 2024",Post repair transactional,good service,IREN020240003,Post repair comment,General Needs,CARLINHOW,Over 75,White: English/Welsh/Scottish/Northern Irish/British,Bungalow,No disability
"16, Jan 2024",Post repair transactional,i haven't had to wait long for the job to be done and workmen very polite,RUBY030250012,Post repair comment,General Needs,Darlington,36-45,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"16, Jan 2024",Post repair transactional,job well done,FAIR010590002,Post repair comment,General Needs,Evenwood,66-75,White: English/Welsh/Scottish/Northern Irish/British,Bungalow,No disability
"17, Jan 2024",Post repair transactional,went above and beyond,MARL020270005,Post repair comment,General Needs,REDCAR,26-35,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"17, Jan 2024",Post repair transactional,time and work done was good.,KENS010340002,Post repair comment,General Needs,Middlesbrough,36-45,Other Ethnic Group: Arab,House,No disability
"17, Jan 2024",Post repair transactional,time taken to assess and repair was 2 months,GOBA010060004,Post repair comment,General Needs,Darlington,66-75,White: English/Welsh/Scottish/Northern Irish/British,Flat,No disability
"17, Jan 2024",Post repair transactional,just very respectful and polite. only problem i have we had a call on our landline number at 20.40pm asking for my mam saying it was north star found that abit strange,FARA010040001,Post repair comment,General Needs,Stockton,46-55,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"17, Jan 2024",Post repair transactional,joiner was polite and efficient.job was completed quickly.also a big plus he phoned to let us know when he was coming and he arrived on time / indeed,CRES0402600,Post repair comment,,Stainton Grove,,,House,
"17, Jan 2024",Post repair transactional,everything done perfect,WORC020160006,Post repair comment,General Needs,Hartlepool,46-55,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"17, Jan 2024",Post repair transactional,they were quick efficient and courteous x,WORS020250003,Post repair comment,Housing for Older People,Darlington,66-75,White: English/Welsh/Scottish/Northern Irish/British,Flat,No disability
"17, Jan 2024",Post repair transactional,5 / sorry didn't read properly,YARM010460001,Post repair comment,General Needs,Darlington,Over 75,White: English/Welsh/Scottish/Northern Irish/British,Bungalow,No disability
"17, Jan 2024",Post repair transactional,"repair man was prompt, polite and helpful.",MEAD010010003,Post repair comment,General Needs,Eggleston,66-75,White: English/Welsh/Scottish/Northern Irish/British,Bungalow,No disability
"17, Jan 2024",Post repair transactional,came out quick also day early,KELS020020005,Post repair comment,General Needs,Middlesbrough,36-45,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"18, Jan 2024",Post repair transactional,v on time very friendly done the job he came to do,ST C010050002,Post repair comment,Housing for Older People,Thornaby,56-65,White: English/Welsh/Scottish/Northern Irish/British,Flat,No disability
"18, Jan 2024",Post repair transactional,sorted a problem that we have been living with for nearly 5 years ( circuit breaker ) very nice and pleasant member of your staff,PRES020370001,Post repair comment,General Needs,Darlington,56-65,White: English/Welsh/Scottish/Northern Irish/British,House,Disability
"18, Jan 2024",Post repair transactional,fixed problem  promptly,NEWH010380002,Post repair comment,General Needs,Evenwood,66-75,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"18, Jan 2024",Post repair transactional,door worse than before repair / person who came was very pleasant and efficient though,BROU040040002,Post repair comment,General Needs,Staindrop,Over 75,White: English/Welsh/Scottish/Northern Irish/British,Bungalow,No disability
"19, Jan 2024",Post repair transactional,very professional and pleasant,FAIR010280002,Post repair comment,General Needs,Evenwood,Over 75,White: English/Welsh/Scottish/Northern Irish/British,Bungalow,No disability
"22, Jan 2024",Post repair transactional,"identified the issue and was able to fix it in a timely manor, without delay",CALD010010002,Post repair comment,General Needs,Darlington,36-45,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"22, Jan 2024",Post repair transactional,3 month plus,ESTO020070001,Post repair comment,General Needs,Middlesbrough,66-75,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"22, Jan 2024",Post repair transactional,you sent someone round very quickly and he was friendly and efficient...but the quality of the loo seat is very poor and flimsy and skews round.  it's not like i'm 20 stone...i'm only nine and a half.,MANO020940007,Post repair comment,General Needs,Cockfield,Over 75,White: English/Welsh/Scottish/Northern Irish/British,Flat,No disability
"22, Jan 2024",Post repair transactional,engineer very friendly and efficient solved the problem easily .,WATS010130002,Post repair comment,General Needs,Barnard Castle,Over 75,White: English/Welsh/Scottish/Northern Irish/British,Bungalow,No disability
"22, Jan 2024",Post repair transactional,it was done effectively.,LEVI010040003,Post repair comment,Housing for Older People,Middlesbrough,66-75,Black or Black British: Other,Flat,Disability
"22, Jan 2024",Post repair transactional,really helped me,HAMI010010005,Post repair comment,General Needs,Stockton,36-45,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"22, Jan 2024",Post repair transactional,repair was carried out as an emergency and was attended to quickly.,FAIR010460002,Post repair comment,General Needs,Evenwood,Over 75,White: English/Welsh/Scottish/Northern Irish/British,Bungalow,No disability
"24, Jan 2024",Post repair transactional,he did the job good,SHIR010150001,Post repair comment,General Needs,Evenwood,66-75,White: English/Welsh/Scottish/Northern Irish/British,House,Disability
"25, Jan 2024",Post repair transactional,the guy who done the repair was very pleasant,WENS010480003,Post repair comment,General Needs,Hartlepool,66-75,White: English/Welsh/Scottish/Northern Irish/British,Flat,No disability
"25, Jan 2024",Post repair transactional,prompt. got on with the job. no fuss no bother.,WYCO020250004,Post repair comment,General Needs,Darlington,56-65,White: English/Welsh/Scottish/Northern Irish/British,Flat,No disability
"26, Jan 2024",Post repair transactional,"he did the job well and was very polite 
thank you / your service and staff are brilliant",VICT030500004,Post repair comment,,Thornaby,,,House,
"26, Jan 2024",Post repair transactional,turned up on the day they said and done repair,STUD010040A02,Post repair comment,General Needs,Hartlepool,56-65,White: English/Welsh/Scottish/Northern Irish/British,Bungalow,No disability
"26, Jan 2024",Post repair transactional,yes gentleman came and fixed leak replaced taps was in and out very quick excellent service,RAIS010030001,Post repair comment,General Needs,Stockton,56-65,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"26, Jan 2024",Post repair transactional,txt to say on route done job,ROSE030210003,Post repair comment,Housing for Older People,Middlesbrough,56-65,White: English/Welsh/Scottish/Northern Irish/British,Flat,No disability
"26, Jan 2024",Post repair transactional,a good job done with no problems,AIDA010450003,Post repair comment,General Needs,Middlesbrough,46-55,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"26, Jan 2024",Post repair transactional,very friendly lad arrived as scheduled and did a good job. waited a month for work to be done otherwise it could have been 5,CRAG020050004,Post repair comment,General Needs,Mickleton,Over 75,White: English/Welsh/Scottish/Northern Irish/British,Bungalow,No disability
"26, Jan 2024",Post repair transactional,took  4 weeks  to do repair,GRAN020430101,Post repair comment,General Needs,Middlesbrough,46-55,White: English/Welsh/Scottish/Northern Irish/British,Flat,No disability
"26, Jan 2024",Post repair transactional,because was quick and easy,LOWT010160004,Post repair comment,General Needs,Hartlepool,36-45,Mixed or Multiple: Other,House,No disability
"26, Jan 2024",Post repair transactional,"effient, quick and freindly service",PARK020120C08,Post repair comment,General Needs,Middlesbrough,46-55,White Other,Flat,No disability
"29, Jan 2024",Post repair transactional,"because the paving stone outside my front door was sticking up and it was very dangerous for me and anyone else tripping over it . only complaint i have is   i think a workman should of been sent out as soon  as you were told about it , i'd of felt terrible if someone had fallen . . norma  garthwaite .",WELL020830001,Post repair comment,General Needs,Evenwood,Over 75,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"29, Jan 2024",Post repair transactional,the job was done well,KENT040010004,Post repair comment,General Needs,Consett,Over 75,White: English/Welsh/Scottish/Northern Irish/British,Bungalow,No disability
"31, Jan 2024",Post repair transactional,he was very polite and just got on with it very good workmanship,WATS010120003,Post repair comment,General Needs,Barnard Castle,66-75,White: English/Welsh/Scottish/Northern Irish/British,Bungalow,No disability
"31, Jan 2024",Post repair transactional,"the engineer explained everything clearly & made me understand how safe the boiler was. he also told me how to reset it if it happened again too but then this morning the boiler wasn't working again so i reset it & it worked again, thank goodness!!",MINO010930001,Post repair comment,General Needs,Darlington,66-75,White: English/Welsh/Scottish/Northern Irish/British,Flat,No disability
"31, Jan 2024",Post repair transactional,done the job properly,LETC020200001,Post repair comment,General Needs,Stockton,Over 75,White: English/Welsh/Scottish/Northern Irish/British,Flat,Disability
"31, Jan 2024",Post repair transactional,workman was polite friendly and done a very good clean job,ROSE030100003,Post repair comment,Housing for Older People,Middlesbrough,56-65,White: English/Welsh/Scottish/Northern Irish/British,Flat,No disability
"31, Jan 2024",Post repair transactional,because they were very pleasant and cleaned mess up,SHAW010070004,Post repair comment,General Needs,Middleton-in-Teesdale,66-75,White: English/Welsh/Scottish/Northern Irish/British,Bungalow,No disability
"31, Jan 2024",Post repair transactional,because they did not do the repair like i thought they were there to measure again and still have to wait for the repair.,SWAL010070001,Post repair comment,General Needs,Darlington,56-65,White: English/Welsh/Scottish/Northern Irish/British,Bungalow,No disability
"31, Jan 2024",Post repair transactional,very good,EAMO010050001,Post repair comment,General Needs,Darlington,46-55,White Other,House,No disability
"31, Jan 2024",Post repair transactional,just a good job done,FAIR010270002,Post repair comment,General Needs,Evenwood,Over 75,White: English/Welsh/Scottish/Northern Irish/British,Bungalow,No disability
"31, Jan 2024",Post repair transactional,plumber and electrician were polite but couldn't do a lot as water came from flat above me and resident were away on holiday,BALD010510001,Post repair comment,,Darlington,,,Flat,
"31, Jan 2024",Post repair transactional,the man was friendly and explained what he was going to do,RED 010070002,Post repair comment,General Needs,Etherley,46-55,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"31, Jan 2024",Post repair transactional,", the man was very efficient... friendly and did a thorough and clean job.. tha nkyou.",MINO010850A01,Post repair comment,General Needs,Darlington,56-65,White: English/Welsh/Scottish/Northern Irish/British,Flat,Disability
"31, Jan 2024",Post repair transactional,"efficient , professional and friendly.",ALDE010050001,Post repair comment,General Needs,Darlington,56-65,White: English/Welsh/Scottish/Northern Irish/British,Bungalow,No disability
"31, Jan 2024",Post repair transactional,"awaited 6 weeks for the repair to be completed, far to long.",STAT010070002,Post repair comment,General Needs,Cotherstone,66-75,White Other,House,No disability
"31, Jan 2024",Post repair transactional,"it was just a temporary fix so it'll be better once it's completed, but as a temporary fix i have no issues",YARD010030001,Post repair comment,General Needs,REDCAR,46-55,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"01, Feb 2024",Post repair transactional,polite and quick,OVAL010020001,Post repair comment,General Needs,Stainton Grove,46-55,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"01, Feb 2024",Post repair transactional,"covered the stairs and landing carpet, very clean conscientious  and polite / thank you",LANG010380006,Post repair comment,General Needs,Thornaby,66-75,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"01, Feb 2024",Post repair transactional,"work done ok by good technicians, but these storage heaters are totally unsuitable for old people to understand & still not satisfactory.",BIRC010000605,Post repair comment,General Needs,Barnard Castle,Over 75,White: English/Welsh/Scottish/Northern Irish/British,Flat,No disability
"01, Feb 2024",Post repair transactional,job done professionally and in a timely fashion,PHIL010010003,Post repair comment,General Needs,Hartlepool,66-75,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"02, Feb 2024",Post repair transactional,???? / problem was solved the same day i reported it.,MIDD010150004,Post repair comment,General Needs,Woodland,56-65,White: English/Welsh/Scottish/Northern Irish/British,Bungalow,No disability
"05, Feb 2024",Post repair transactional,good job well done by competent people.  second time in 12 years.,BLAC010260001,Post repair comment,General Needs,Northallerton,56-65,,House,No disability
"06, Feb 2024",Post repair transactional,that did a very good job they got my items in my flat perfectly with no problems / thank you,BREN010490004,Post repair comment,General Needs,Hartlepool,36-45,White: English/Welsh/Scottish/Northern Irish/British,Flat,No disability
"06, Feb 2024",Post repair transactional,only took 5 minutes to do the job. must have been the first job for the day which was also great so didn't have to wait in for hours,GLAD010650001,Post repair comment,General Needs,CARLINHOW,56-65,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"06, Feb 2024",Post repair transactional,"lovely lad, discussed job thoroughly and checked we were happy after doing work",FARR010030001,Post repair comment,General Needs,Hartlepool,66-75,White: English/Welsh/Scottish/Northern Irish/British,Bungalow,No disability
"06, Feb 2024",Post repair transactional,i have already written,KENT020070002,Post repair comment,General Needs,Hartlepool,56-65,White Other,House,No disability
"06, Feb 2024",Post repair transactional,job was done first time,MANS010270005,Post repair comment,General Needs,Thornaby,36-45,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"06, Feb 2024",Post repair transactional,no from mrs tracey liddell,ESHE010060006,Post repair comment,General Needs,Middlesbrough,56-65,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"07, Feb 2024",Post repair transactional,i haven't had any issues that couldn't be swiftly resolved and any repairs required get done quickly,EMIL010140005,Post repair comment,,Middlesbrough,,,House,
"09, Feb 2024",Post repair transactional,the man who did was very helpfull but the job done is only temporary and i have received no indication on what is going yo happen next?,ASCO010780001,Post repair comment,General Needs,Teesdale,46-55,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"09, Feb 2024",Post repair transactional,i was satisfied with the lad  and job he done thank you,UNIO011770001,Post repair comment,,Middlesbrough,,,House,
"12, Feb 2024",Post repair transactional,very polite and done good work,HART010070002,Post repair comment,General Needs,Staindrop,Over 75,White: English/Welsh/Scottish/Northern Irish/British,Bungalow,No disability
"12, Feb 2024",Post repair transactional,the engineer that called was very courteous and really helpful,BESS010020001,Post repair comment,General Needs,Stockton,66-75,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"12, Feb 2024",Post repair transactional,just did the job right an very polite and helpful,ST P030320010,Post repair comment,General Needs,Darlington,56-65,White: English/Welsh/Scottish/Northern Irish/British,House,Disability
"12, Feb 2024",Post repair transactional,got my repair done early than the date i was supposed to and your member of staff was very pleasant,BROU040030002,Post repair comment,General Needs,Staindrop,46-55,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"13, Feb 2024",Post repair transactional,"the workmen was very pleasant, done a very good job and cleaned up after himself.",WOOD020050002,Post repair comment,General Needs,Stockton,36-45,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"14, Feb 2024",Post repair transactional,workmen turned up on time & job completed,NEWH010020005,Post repair comment,General Needs,Evenwood,46-55,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"14, Feb 2024",Post repair transactional,looks untidy,REST010020004,Post repair comment,General Needs,Cockfield,66-75,White: English/Welsh/Scottish/Northern Irish/British,Bungalow,Disability
"14, Feb 2024",Post repair transactional,quality and very friendly,GRAN030350003,Post repair comment,General Needs,Thornaby,36-45,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"14, Feb 2024",Post repair transactional,there done the job,QUEE010660111,Post repair comment,,REDCAR,,,Flat,
"14, Feb 2024",Post repair transactional,was meant to be a black mould clean up and treat. the treatment was put ontop of lining paper so when i pull the lining paper off the wall will not have been treated,GARD010100004,Post repair comment,General Needs,Butterknowle,46-55,White: English/Welsh/Scottish/Northern Irish/British,Bungalow,No disability
"14, Feb 2024",Post repair transactional,workman was polite and got on with job perfectly.. / thanks,BROT010060002,Post repair comment,General Needs,REDCAR,56-65,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"15, Feb 2024",Post repair transactional,wasnt much to be done,WORC020010006,Post repair comment,General Needs,Hartlepool,36-45,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"16, Feb 2024",Post repair transactional,"the guy turned up on time, did the job efficiently.  very pleasant chap, too. / ????????",FIEL010290002,Post repair comment,General Needs,Ampleforth,56-65,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"16, Feb 2024",Post repair transactional,friendly and efficient,ROSE030380002,Post repair comment,Housing for Older People,Middlesbrough,56-65,White: English/Welsh/Scottish/Northern Irish/British,Flat,No disability
"16, Feb 2024",Post repair transactional,one is work in the other is not,ST M010120004,Post repair comment,General Needs,NORTON,56-65,White: English/Welsh/Scottish/Northern Irish/British,Flat,No disability
"16, Feb 2024",Post repair transactional,the gentleman was very nice & done the job perfect,ASCO010730001,Post repair comment,General Needs,Teesdale,56-65,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"16, Feb 2024",Post repair transactional,he came in and then went within minutes job done no mess,PHIL010090001,Post repair comment,General Needs,Hartlepool,66-75,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"19, Feb 2024",Post repair transactional,good service,ELDO010400004,Post repair comment,General Needs,Thornaby,36-45,Mixed or Multiple: Other,House,No disability
"19, Feb 2024",Post repair transactional,it was attended to quite quickly,FALL010160002,Post repair comment,General Needs,Cockfield,Over 75,White: English/Welsh/Scottish/Northern Irish/British,House,Disability
"20, Feb 2024",Post repair transactional,the replacement electric shower is a downgrade from the original,MEAD010010003,Post repair comment,General Needs,Eggleston,66-75,White: English/Welsh/Scottish/Northern Irish/British,Bungalow,No disability
"20, Feb 2024",Post repair transactional,friendly and professional good job,MINO010950001,Post repair comment,General Needs,Darlington,66-75,White: English/Welsh/Scottish/Northern Irish/British,Flat,No disability
"20, Feb 2024",Post repair transactional,quickly and nicely done,PION010000301,Post repair comment,General Needs,Middlesbrough,36-45,White Other,House,No disability
"21, Feb 2024",Post repair transactional,the work has been completed to very low standard i had a new spindle fitted it's loose and you can see all the pins used to pin at the bottom as it doesn't sit flush to the floor.,YORK010020005,Post repair comment,General Needs,Hartlepool,46-55,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"21, Feb 2024",Post repair transactional,"was thankfull the call out was done so quickly and got the leak fixed in the bathroom also more important have been having a lot of trouble to do with the combi and signals working correctly . the worker that came yesterday was very , very helpful and explained exactly what to do etc he was an  excellent help to me . so fingers crossed it will be ok now . thanks a lot from . norma  garthwaite",WELL020830001,Post repair comment,General Needs,Evenwood,Over 75,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"21, Feb 2024",Post repair transactional,not only was window lock repaired he sorted smell out from under my sink unit and  also he sorted my toilet out it wasn't flushing very good he is a top man i couldn't thank him enough,LEVI010080004,Post repair comment,,Middlesbrough,,,Flat,
"22, Feb 2024",Post repair transactional,the operative called in sick,SKRN010250001,Post repair comment,General Needs,Darlington,36-45,White: English/Welsh/Scottish/Northern Irish/British,House,Disability
"23, Feb 2024",Post repair transactional,the gentleman was lovley to speak to very polite and even offered to fix my gas cupboard door but in end he couldn't bless him,ELLE010290007,Post repair comment,General Needs,Thornaby,46-55,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"23, Feb 2024",Post repair transactional,job sorted and done properly.,URSW010380001,Post repair comment,General Needs,Middlesbrough,66-75,White: English/Welsh/Scottish/Northern Irish/British,House,Disability
"23, Feb 2024",Post repair transactional,polite quick,OVAL010020001,Post repair comment,General Needs,Stainton Grove,46-55,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"23, Feb 2024",Post repair transactional,clean tidy job and he had to work round stored furniture in one room,CORO020200001,Post repair comment,General Needs,Staindrop,66-75,White: English/Welsh/Scottish/Northern Irish/British,Flat,Disability
"23, Feb 2024",Post repair transactional,"repair man arrived early and completed the repair quickly ,efficiently",CRES040260002,Post repair comment,General Needs,Stainton Grove,Over 75,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"23, Feb 2024",Post repair transactional,"the floor repair was done professionally and efficiently, it is a 100% improvement.",WINS020010006,Post repair comment,General Needs,Staindrop,56-65,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"23, Feb 2024",Post repair transactional,"efficient ,speedy service and appreciated the call ahead of visit.",BALM010000001,Post repair comment,,Stockton,,,Bungalow,
"23, Feb 2024",Post repair transactional,on time done quickly,EAGL010200003,Post repair comment,General Needs,Hartlepool,66-75,White: English/Welsh/Scottish/Northern Irish/British,Bungalow,No disability
"23, Feb 2024",Post repair transactional,"the repair hasn't been fixed?!
i have a boiler constantly
losing pressure, a leaking radiator in my child's bedroom along with a ruined /soaking wet carpet that cost me a lot of money to have laid in this house!",PRIM010070002,Post repair comment,General Needs,Darlington,36-45,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"05, Mar 2024",Post repair transactional,they replaced the flooring in the shower room and when able to use the shower again i got no smell from the water seeping under the damaged flooring,SWAL010070001,Post repair comment,General Needs,Darlington,56-65,White: English/Welsh/Scottish/Northern Irish/British,Bungalow,No disability
"05, Mar 2024",Post repair transactional,fast good job,CORN010320004,Post repair comment,,Startforth,,,Bungalow,
"05, Mar 2024",Post repair transactional,didn't even fix the problem / can i please someone calling about this thank you,PRIN010510004,Post repair comment,General Needs,Middlesbrough,46-55,Asian or Asian British: Pakistani,House,Disability
"05, Mar 2024",Post repair transactional,"the boiler hasn't been repaired yet, they are coming out tomorrow afternoon as parts have been ordered..",MINO010930001,Post repair comment,General Needs,Darlington,66-75,White: English/Welsh/Scottish/Northern Irish/British,Flat,No disability
"05, Mar 2024",Post repair transactional,new what was wro   ng and fixed it no      bother,HART010030006,Post repair comment,General Needs,Staindrop,66-75,White: English/Welsh/Scottish/Northern Irish/British,Bungalow,No disability
"05, Mar 2024",Post repair transactional,supposed to fit switch in bathroom so we can turn fan off it's running permanently at the moment but coming to fix on the 7th of this month. / supposed to fit switch in bathroom so we can turn fan off it's running permanently at the moment but coming to fix on the 7th of this month.,HERM010060001,Post repair comment,General Needs,Darlington,66-75,White: English/Welsh/Scottish/Northern Irish/British,Bungalow,No disability
"05, Mar 2024",Post repair transactional,he was quick and tidy,WENS010380005,Post repair comment,General Needs,Hartlepool,66-75,White: English/Welsh/Scottish/Northern Irish/British,Flat,No disability
"05, Mar 2024",Post repair transactional,the garden gate is well repaired,WEST111520002,Post repair comment,General Needs,Darlington,36-45,White Other,House,No disability
"05, Mar 2024",Post repair transactional,very good job and so polite,HART010070002,Post repair comment,General Needs,Staindrop,Over 75,White: English/Welsh/Scottish/Northern Irish/British,Bungalow,No disability
